timestamp,x,y,z,qx,qy,qz,qw
1747135663.8060083,1.9318199632879902,0.5281781046886531,-0.029509606142934287,-0.0003995098581979508,0.0002529136048839446,0.8443396917361953,0.5358080452787254
1747135663.8079014,1.9318201994839157,0.5281781513531028,-0.029524721918581947,-0.0003995024008653643,0.0002529106705064286,0.8443396945136562,0.5358080409088788
1747135663.8097785,1.9318204007463382,0.5281782689257071,-0.029435423389880658,-0.00039950062808183676,0.00025291118055121003,0.8443396972633361,0.5358080365769451
1747135663.8112118,1.9318206398087552,0.5281783064031256,-0.029414722783909875,-0.00039949280025084534,0.0002529079812560239,0.844339700016028,0.5358080322465306
1747135663.8125808,1.9318208467026632,0.5281784093434813,-0.02929696736672423,-0.0003994902601143672,0.0002529080077699411,0.8443397027427905,0.5358080279515118
1747135663.8138514,1.9318210883562423,0.5281784382884992,-0.02924116155200127,-0.00039948217675399197,0.00025290461695789767,0.8443397054758012,0.5358080236523923
1747135663.8158138,1.9318213005206213,0.5281785273313654,-0.029095059097473012,-0.00039947898216843175,0.00025290422360176506,0.8443397081865458,0.5358080193833009
1747135663.8182356,1.9318215446105977,0.5281785481287739,-0.029004837068968087,-0.00039947072770899546,0.00025290069414158923,0.8443397109078988,0.5358080151027446
1747135663.8204975,1.93182176165611,0.5281786240694478,-0.02899804730565676,-0.00039946705720005006,0.00025289996210540636,0.8443397136125813,0.5358080108437198
1747135663.8226135,1.931821967712136,0.5281787227145924,-0.028880309319300173,-0.0003994637324362808,0.00025289952687270254,0.844339716300262,0.5358080066110885
1747135663.82528,1.9318222036275143,0.5281787558706772,-0.028839175547683754,-0.00039945626865475525,0.0002528963975312972,0.8443397189943863,0.5358080023726612
1747135663.8308423,1.9318224087458737,0.5281788535734764,-0.02886207957902551,-0.00039945381246530215,0.000252896458775392,0.8443397216618447,0.5358079981710157
1747135663.8387902,1.9318226089261337,0.5281789599116662,-0.028793333917945436,-0.00039945078294806676,0.0002528961324697862,0.8443397243178055,0.5358079939880986
1747135663.846493,1.9318228324393745,0.5281790156906877,-0.028782941193950154,-0.0003994446597145962,0.00025289386644277166,0.8443397269700167,0.5358079898143119
1747135663.8564858,1.931823032041668,0.528179120502939,-0.028687391735838223,-0.000399442358685538,0.0002528939902089549,0.8443397295982451,0.5358079856743403
1747135663.86105,1.9318232603379701,0.5281791633071582,-0.028645261136854696,-0.0003994356571766201,0.0002528913439579364,0.8443397322290472,0.5358079815349011
1747135663.987779,1.931823463791133,0.5281792571890784,-0.028524244066358544,-0.00039943318047026025,0.0002528913432627109,0.8443397348367425,0.5358079774274757
1747135664.014118,1.9318236946208442,0.5281792918083572,-0.028618198865957997,-0.00039942653451482604,0.00025288868990761405,0.8443397374507021,0.5358079733145384
1747135664.0273383,1.9318238621405215,0.5281794592509658,-0.028644019154993882,-0.00039942884847434434,0.0002528916845991857,0.8443397400269452,0.5358079692516914
1747135664.0296886,1.9318240694927085,0.5281795409831617,-0.028705945965145533,-0.0003994238309915366,0.0002528900653604789,0.8443397426114163,0.5358079651835211
1747135664.0400343,1.9318242526214147,0.5281796725363225,-0.028703705244764725,-0.0003994232234124103,0.00025289121432967314,0.8443397451715186,0.5358079611491577
1747135664.0671742,1.9318244598611614,0.5281797517481253,-0.028733609024886215,-0.00039941865536625087,0.0002528898728778642,0.8443397477289154,0.5358079571231852
1747135664.085981,1.9318246495799085,0.5281798665878822,-0.02870327054049672,-0.0003994171007273072,0.0002528904197802818,0.8443397502647443,0.5358079531280635
1747135664.1068597,1.931824859790284,0.5281799367355853,-0.02886798200198163,-0.0003994123467673443,0.00025288892925273454,0.8443397527966239,0.5358079491425097
1747135664.107956,1.9318250145030138,0.5281801232144453,-0.028814398433032223,-0.00039941513681328506,0.00025289222132629025,0.8443397553055609,0.5358079451852307
1747135664.1107736,1.9318252425695606,0.5281801527382389,-0.02893944113136743,-0.00039940662077245264,0.00025288835760578965,0.8443397578315397,0.5358079412128995
1747135664.1499937,1.931825399232662,0.5281803323484638,-0.02886173733513733,-0.00039940955523166944,0.0002528917337039118,0.8443397603150009,0.5358079372956184
1747135664.1612012,1.931825631274335,0.5281803507494712,-0.02894773766867739,-0.00039940035903479306,0.000252887439039315,0.8443397628187083,0.5358079333590946
1747135664.1651251,1.9318257946310056,0.5281805134360885,-0.02884563247947991,-0.00039940238687055,0.00025289023422942576,0.8443397652773477,0.5358079294818772
1747135664.187998,1.9318260286447448,0.528180524965628,-0.029060447739468556,-0.00039939305308467224,0.0002528858240614285,0.8443397677568049,0.5358079255837244
1747135664.1980586,1.9318261587197205,0.5281807556480737,-0.02893866834194491,-0.0003993991147211176,0.00025289116406357646,0.8443397701929303,0.5358079217377774
1747135664.2152867,1.9318264089826418,0.5281807300288449,-0.029107991589032278,-0.000399386222520182,0.00025288451087580687,0.8443397726671914,0.5358079178515237
1747135664.2239027,1.9318265429243353,0.5281809497994762,-0.02896593197893478,-0.0003993920970277237,0.0002528897228333956,0.8443397750779653,0.5358079140457254
1747135664.2277522,1.9318267954207626,0.5281809168111486,-0.029090986502622047,-0.00039937879006266295,0.00025288280714396723,0.844339777529773,0.5358079101952872
1747135664.2383616,1.9318269378857815,0.5281811158049452,-0.028928091778041832,-0.0003993834459296289,0.00025288723895347976,0.8443397799163911,0.5358079064288322
1747135664.2532017,1.9318271907239934,0.5281810794672757,-0.029010590352323538,-0.00039937023020177325,0.00025288037566443357,0.8443397823442195,0.5358079026160876
1747135664.3665478,1.9318273417197036,0.5281812576942697,-0.02882666730494184,-0.00039937370364531065,0.0002528840481690586,0.8443397847091276,0.5358078988850824
1747135664.3778117,1.9318275946619456,0.5281812185160768,-0.028868788472220682,-0.0003993607376538856,0.00025287733288084646,0.844339787116079,0.5358078951049807
1747135664.3964562,1.9318277534600337,0.5281813775353236,-0.028831426519128685,-0.0003993633111617068,0.00025288039899138554,0.844339789464502,0.5358078914009106
1747135664.399037,1.9318279661457989,0.5281814212320317,-0.029006790004206216,-0.00039935571027209933,0.0002528770471029173,0.8443397918284147,0.5358078876830439
1747135664.4172728,1.931828106543668,0.5281816167475335,-0.028945679099192906,-0.0003993589610857809,0.0002528805467006163,0.8443397941605743,0.535807884003892
1747135664.4273362,1.9318283310525843,0.5281816327134456,-0.029246475173960083,-0.00039934895914736125,0.00025287565631210233,0.8443397965159161,0.5358078803020465
1747135664.4294875,1.9318284358947084,0.5281819011482509,-0.029166600470918912,-0.0003993567791851945,0.0002528820423399207,0.8443397988426252,0.5358078766267165
1747135664.4679344,1.9318286778456821,0.5281818775050955,-0.02941836698907549,-0.0003993428648360134,0.0002528746889630023,0.8443398012123957,0.5358078729062123
1747135664.485369,1.931828787540006,0.5281821330237788,-0.02931899929841642,-0.000399350298981505,0.0002528808263443725,0.8443398035253346,0.535807869252987
1747135664.4999251,1.9318290317164277,0.5281821021037878,-0.029523381950078982,-0.0003993359013462147,0.0002528731716056828,0.8443398058823902,0.5358078655530208
1747135664.575086,1.9318291512518617,0.5281823341341573,-0.029403859131941653,-0.0003993418471605924,0.00025287836405255053,0.8443398081766063,0.5358078619308542
1747135664.5777392,1.9318293956538062,0.528182300187526,-0.029562406361539964,-0.0003993274880508957,0.00025287073358459534,0.8443398105127594,0.535807858263787
1747135664.5826044,1.931813565290061,0.5282112568663541,-0.029435235987490586,-0.00040562998211882476,0.00024541721985199696,0.8443421025736373,0.5358042450897864
1747135664.5885103,1.9317910812787735,0.5282590583351665,-0.029562982198579002,-0.00041144536332345897,0.0002385262230396033,0.8443443212329127,0.5358007474982518
1747135664.6056118,1.9317565427035774,0.5283285087580651,-0.0294274821244697,-0.0004176719206653693,0.00023177756634890653,0.8443465343176338,0.5357972581258024
1747135664.6102178,1.9317139105496632,0.5284186998853726,-0.029525596427990092,-0.00042378558821911776,0.00022546791559636283,0.8443487179241617,0.5357938149230714
